claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,unemp_rate,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,state_co,state_ia,state_pa,state_va
27075,30.0,F,1.0,76,34014.0,1,0,Rent,50048,11/17/2015,2,0.0,1,1,2349.488802,3.0,14109.82853,22071.230330000002,0,2015,17,41.5,-94.52,3.7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27078,34.0,M,0.0,56,35262.0,1,1,Own,50011,12/3/2016,0,1.0,50,1,4473.587377000001,3.0,44031.25323,18729.32443,0,2016,3,42.02,-93.64,3.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27079,44.0,M,0.0,71,37850.0,0,1,Own,15001,5/21/2016,2,0.0,47,1,4954.932374,2.0,16808.28004,13418.36616,0,2016,21,40.61,-80.25,5.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27080,32.0,F,0.0,74,34644.0,1,1,Own,85069,8/2/2016,1,0.0,84,1,7855.902886,2.0,12420.22121,19587.191069999997,0,2016,2,33.56,-112.09,5.3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27081,58.0,F,1.0,57,40598.0,1,0,Own,80101,1/17/2016,3,0.0,74,1,4233.8579039999995,11.0,14710.74786,6628.9183140000005,0,2016,17,39.47,-103.95,3.5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27082,39.0,M,1.0,65,36637.0,1,1,Own,15012,3/26/2016,1,0.0,51,0,2941.758482,4.0,36449.30786,18043.10662,0,2016,26,40.12,-79.86,5.3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27083,38.0,M,1.0,92,36365.0,0,1,Rent,50043,7/3/2015,0,0.0,4,0,6650.919655,3.0,7473.728139,8563.969179000002,0,2015,3,42.41,-93.37,3.7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27087,51.0,M,0.0,79,39323.0,1,0,Rent,15025,7/24/2016,0,0.0,73,1,12026.84368,3.0,37099.44384,20919.538080000002,1,2016,24,40.29,-79.88,5.5,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27089,37.0,M,1.0,71,36109.0,1,1,Own,50022,5/30/2015,2,1.0,71,1,2666.13113,4.0,17107.3727,9175.218387,0,2015,30,41.39,-95.01,3.8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27091,46.0,F,1.0,73,38284.0,1,0,Own,80025,8/20/2015,0,0.0,50,0,7213.400331999999,3.0,15020.756140000001,13813.87843,0,2015,20,39.94,-105.28,3.7,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27092,45.0,M,1.0,95,38065.0,0,0,Own,50027,7/8/2015,0,0.0,1,1,3751.1304840000003,2.0,22689.11853,16344.543080000001,0,2015,8,41.5,-92.46,3.7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27093,32.0,F,0.0,82,34646.0,1,1,Own,50012,12/18/2015,0,0.0,23,0,3433.946539,6.0,43221.270489999995,18624.67064,0,2015,18,42.03,-93.65,3.7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27094,37.0,M,1.0,44,36128.0,1,1,Rent,15047,1/22/2016,0,0.0,49,1,4099.950911,5.0,22564.13733,11997.20529,1,2016,22,40.32,-79.81,5.3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27098,26.0,F,1.0,70,32585.0,1,0,Rent,15001,3/11/2015,1,0.0,76,1,5345.320918,3.0,26587.60825,29201.51447,0,2015,11,40.61,-80.25,5.4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27100,24.0,M,0.0,72,31785.0,0,1,Rent,15012,8/11/2016,3,0.0,14,1,3963.3565869999998,4.0,11731.21282,14498.535230000001,1,2016,11,40.12,-79.86,5.5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27101,73.0,M,0.0,66,42897.0,1,1,Rent,85054,4/28/2015,0,0.0,22,0,3717.3386140000002,2.0,12935.86759,30139.849319999998,0,2015,28,33.67,-111.95,6.2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27103,46.0,M,1.0,54,38276.0,1,1,Own,20151,6/25/2016,0,0.0,85,1,4871.026672999999,2.0,6795.299263,32440.294139999998,0,2016,25,38.9,-77.45,4.1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27105,27.0,F,1.0,89,32970.0,1,0,Rent,50020,4/26/2015,0,1.0,93,0,7936.8247120000005,9.0,37606.13507,20035.06601,0,2015,26,41.44,-94.76,3.8,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27106,35.0,F,1.0,85,35555.0,0,1,Own,20101,3/5/2015,0,0.0,72,1,4444.075165,4.0,19622.99323,28422.237269999998,1,2015,5,38.92,-77.35,4.8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27107,29.0,F,0.0,71,33679.0,1,1,Rent,85009,12/13/2016,2,1.0,99,1,1909.4918949999999,8.0,28513.96985,13153.00048,1,2016,13,33.44,-112.13,5.2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27108,61.0,F,1.0,52,41108.0,1,1,Own,15001,3/30/2016,0,0.0,7,0,6281.154883,4.0,6277.905332,10406.837520000001,0,2016,30,40.61,-80.25,5.3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27109,25.0,F,1.0,70,32169.0,0,0,Rent,85023,9/9/2016,0,0.0,85,1,8210.664036,6.0,44906.78508,45458.40563,0,2016,9,33.63,-112.09,5.2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27111,39.0,M,1.0,68,36635.0,0,1,Rent,80046,8/4/2015,0,0.0,30,0,9826.411623,4.0,25374.58814,19329.060169999997,0,2015,4,39.69,-104.81,3.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27112,23.0,F,1.0,97,31358.0,1,1,Rent,15015,5/16/2016,0,0.0,100,0,7492.499675,5.0,22708.55294,24951.85859,0,2016,16,40.63,-80.08,5.4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27113,40.0,M,0.0,60,36882.0,1,1,Own,20142,1/1/2015,0,0.0,10,0,1979.870376,1.0,18908.693519999997,6856.357198999999,0,2015,1,39.13,-77.77,4.9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27114,60.0,M,1.0,73,40944.0,1,0,Own,80022,6/30/2015,0,0.0,50,1,3788.6253560000005,7.0,28029.734160000004,19078.14425,0,2015,30,39.88,-104.8,3.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27115,47.0,F,1.0,71,38508.0,0,1,Own,85022,9/24/2015,0,0.0,93,0,7078.632198,6.0,22215.254409999998,25061.35287,1,2015,24,33.62,-112.05,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27116,41.0,M,1.0,72,37141.0,1,1,Rent,85018,9/24/2016,0,0.0,27,1,9074.220841,5.0,57912.365999999995,12610.20733,0,2016,24,33.5,-111.98,5.2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27117,31.0,F,0.0,60,34345.0,1,0,Rent,50054,1/21/2015,1,0.0,34,1,3985.8802229999997,4.0,15391.356940000001,21330.604769999998,0,2015,21,41.67,-93.24,3.9,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27118,24.0,F,0.0,69,31785.0,1,1,Rent,85025,4/24/2015,1,1.0,81,1,4750.738754999999,4.0,20554.5982,23285.60824,0,2015,24,33.45,-112.07,6.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27120,36.0,M,1.0,61,35843.0,1,1,Rent,80022,2/25/2015,2,0.0,0,1,9009.911424,4.0,32381.694330000002,21518.43409,0,2015,25,39.88,-104.8,4.2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27123,43.0,M,0.0,72,37606.0,1,1,Rent,50028,5/31/2016,0,0.0,39,1,3756.8338770000005,2.0,33989.06568,29502.49805,1,2016,31,41.82,-93.15,3.7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27124,46.0,M,1.0,72,38287.0,1,1,Own,20109,6/12/2016,0,0.0,59,1,8823.484501,6.0,38635.77436,36058.250439999996,1,2016,12,38.79,-77.53,4.1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27127,55.0,F,0.0,82,40064.0,1,1,Rent,20158,12/2/2016,0,0.0,78,0,2478.495092,8.0,28390.65329,11166.83645,0,2016,2,39.13,-77.66,4.1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27128,40.0,M,0.0,83,36882.0,1,1,Own,80014,5/19/2015,0,0.0,50,1,2984.423826,8.0,15140.24462,10361.673,0,2015,19,39.66,-104.84,4.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27131,37.0,M,1.0,81,36101.0,1,0,Own,50039,10/25/2016,4,1.0,11,1,5781.754672,7.0,24156.1503,5638.5665070000005,1,2016,25,41.85,-94.01,3.6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27134,31.0,M,1.0,78,34355.0,1,0,Own,15017,6/4/2016,0,0.0,50,1,4417.386843,3.0,37093.51075,34306.88568,0,2016,4,40.35,-80.1,5.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27135,54.0,M,1.0,33,39899.0,1,0,Rent,20120,4/4/2015,0,0.0,88,0,4395.089252000001,6.0,38054.773839999994,21137.42638,0,2015,4,38.84,-77.44,4.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27136,43.0,F,1.0,84,37625.0,1,1,Rent,15035,5/27/2016,1,0.0,100,0,1839.1610420000002,5.0,17116.7628,10452.65988,1,2016,27,40.38,-79.81,5.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27137,56.0,F,1.0,84,40246.0,0,1,Own,15010,3/17/2015,0,0.0,62,0,2527.8184730000003,6.0,37869.82503,10565.69432,0,2015,17,40.76,-80.32,5.4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27138,39.0,F,0.0,67,36631.0,0,1,Own,20122,5/21/2015,1,1.0,87,1,4475.079169,2.0,39000.42855,21968.73851,0,2015,21,38.84,-77.44,4.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
27141,46.0,F,1.0,58,38283.0,1,0,Own,50041,7/17/2016,1,0.0,95,1,5210.087860000001,4.0,39662.73267,35257.8246,0,2016,17,42.64,-93.25,3.7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27143,62.0,F,1.0,94,41276.0,0,1,Own,15010,12/25/2016,2,0.0,62,1,3003.297951,6.0,15267.42354,22225.15206,0,2016,25,40.76,-80.32,5.3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
27145,48.0,M,1.0,70,38706.0,1,0,Own,20135,11/4/2015,0,0.0,30,1,3520.530254,6.0,28819.06045,28967.23817,0,2015,4,39.11,-77.83,4.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27146,42.0,M,1.0,67,37392.0,1,1,Own,20129,12/21/2015,0,1.0,50,0,2914.751833,3.0,24798.28275,23676.72645,0,2015,21,39.16,-77.61,4.1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27150,33.0,F,0.0,76,34953.0,0,0,Rent,15010,10/11/2015,0,1.0,50,1,5328.751452,4.0,44456.33236,28686.33789,0,2015,11,40.76,-80.32,5.2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27151,39.0,M,1.0,94,36632.0,1,0,Own,15049,8/24/2015,0,1.0,2,1,6798.983489,6.0,43730.4889,7432.534121,0,2015,24,40.56,-79.81,5.2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27152,76.0,F,0.0,77,43303.0,1,1,Own,80024,1/4/2015,2,0.0,19,1,6456.108567,4.0,37721.47017,18093.01708,0,2015,4,39.84,-104.92,4.3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27153,25.0,M,1.0,82,32182.0,0,0,Rent,85035,10/14/2016,0,0.0,99,0,6481.479593,3.0,9097.412364,17776.06963,0,2016,14,33.47,-112.19,5.2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27154,62.0,F,1.0,78,41276.0,1,0,Rent,15059,2/24/2015,0,0.0,45,0,3581.0443520000003,4.0,27513.544169999997,31344.715119999997,0,2015,24,40.63,-80.45,5.4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27155,40.0,F,1.0,60,36904.0,1,0,Rent,15047,2/27/2016,1,1.0,93,1,8709.798381,2.0,24310.42928,38156.03389,0,2016,27,40.32,-79.81,5.3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27156,74.0,M,1.0,57,43047.0,1,1,Rent,15035,12/23/2016,1,1.0,57,1,5045.931454,5.0,14922.185119999998,41092.34662,0,2016,23,40.38,-79.81,5.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
27159,36.0,M,1.0,71,35843.0,1,0,Own,85042,11/18/2016,0,0.0,25,0,4951.5800899999995,3.0,48425.719919999996,11398.21235,0,2016,18,33.37,-112.03,5.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27161,29.0,F,1.0,60,33668.0,1,0,Rent,20102,9/21/2016,1,0.0,73,1,5288.541011,7.0,11041.638490000001,14092.42279,0,2016,21,38.92,-77.35,4.2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27162,38.0,M,0.0,72,36386.0,0,1,Rent,80030,8/29/2015,0,0.0,89,0,8320.718728,3.0,18081.91004,16896.32439,0,2015,29,39.83,-105.04,3.7,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27165,52.0,F,0.0,97,39516.0,1,1,Own,20164,10/25/2016,2,0.0,100,1,4616.747739,5.0,14372.7148,50917.02394,0,2016,25,39.0,-77.4,4.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27168,43.0,F,0.0,84,37608.0,1,0,Own,15006,6/23/2015,0,0.0,1,1,2810.625943,6.0,47450.466739999996,39919.94761,1,2015,23,40.63,-79.88,5.3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27169,25.0,M,0.0,70,32187.0,1,1,Own,80107,1/22/2015,3,0.0,42,1,4086.383762,4.0,8125.116945999999,10834.07821,0,2015,22,39.36,-104.6,4.3,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27170,46.0,F,0.0,59,38302.0,1,0,Rent,85005,4/5/2016,3,1.0,37,1,1892.7548789999998,7.0,60300.1246,22191.462180000002,1,2016,5,33.44,-112.12,5.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27171,26.0,M,0.0,80,32577.0,1,1,Rent,20151,5/24/2016,0,1.0,73,0,2377.436359,3.0,28835.81263,25105.78064,0,2016,24,38.9,-77.45,4.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
27173,50.0,M,1.0,72,39113.0,0,0,Rent,15017,7/18/2015,0,0.0,0,1,5134.989117,7.0,43771.59647,23756.496730000003,0,2015,18,40.35,-80.1,5.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27175,37.0,F,0.0,80,36099.0,1,0,Rent,80003,11/19/2015,1,1.0,1,0,4960.939691,4.0,19402.26936,25298.86893,0,2015,19,39.83,-105.06,3.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27177,39.0,M,1.0,83,36650.0,1,1,Own,50048,6/9/2016,0,0.0,88,0,5040.576373,6.0,25026.296319999998,19246.800619999998,0,2016,9,41.5,-94.52,3.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27178,52.0,F,1.0,90,39505.0,0,0,Rent,80030,1/31/2015,0,1.0,98,1,1746.460505,1.0,17292.75934,21682.57102,0,2015,31,39.83,-105.04,4.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27180,53.0,M,1.0,67,39688.0,1,0,Own,15014,3/26/2015,1,1.0,6,1,6148.542044,5.0,53141.44642,28959.681310000004,1,2015,26,40.61,-79.74,5.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27181,29.0,F,1.0,76,33659.0,0,0,Own,50025,8/13/2015,0,0.0,9,0,4614.314966,5.0,36344.275,28600.64992,1,2015,13,41.71,-94.92,3.7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27184,49.0,F,1.0,77,38921.0,1,1,Rent,85080,6/16/2016,2,1.0,8,0,9622.333531,6.0,26117.82811,8619.097276,0,2016,16,33.63,-112.11,5.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27185,46.0,F,1.0,76,38297.0,0,1,Own,50025,7/3/2015,0,0.0,61,0,6771.170679000001,4.0,7379.835612000001,33611.253789999995,1,2015,3,41.71,-94.92,3.7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27186,35.0,F,1.0,67,35559.0,1,1,Own,15025,6/14/2015,0,0.0,45,0,2342.694954,3.0,26704.3739,24300.65536,0,2015,14,40.29,-79.88,5.3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27188,39.0,F,1.0,94,36636.0,1,1,Rent,80011,10/3/2016,1,0.0,10,0,6917.510939,2.0,29863.58195,23383.61579,0,2016,3,39.74,-104.78,3.1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
27193,25.0,M,0.0,80,32182.0,1,1,Rent,15014,1/4/2015,0,1.0,50,0,5589.224072999999,0.0,10372.50004,8028.4989510000005,1,2015,4,40.61,-79.74,5.4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27194,46.0,M,0.0,70,38274.0,1,1,Own,15050,8/27/2016,0,1.0,74,0,7043.451951000001,6.0,18126.863569999998,23071.499219999998,1,2016,27,40.59,-80.47,5.5,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27195,49.0,M,1.0,86,38914.0,1,0,Own,80028,4/14/2015,1,0.0,86,1,7107.518854999999,8.0,22381.79393,19130.40905,1,2015,14,39.95,-105.14,4.1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27197,40.0,F,0.0,80,36865.0,1,1,Own,50038,2/2/2016,0,1.0,55,1,5946.398724000001,4.0,41976.95786,23366.68547,0,2016,2,41.53,-93.9,3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27199,39.0,M,1.0,76,36631.0,1,0,Own,50049,9/8/2015,1,0.0,77,1,9358.096844,4.0,23638.12996,12273.71963,0,2015,8,41.01,-93.3,3.7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27200,37.0,M,1.0,81,36112.0,0,0,Own,15057,9/25/2015,0,0.0,95,1,3225.817011,6.0,39154.34068,17895.19446,0,2015,25,40.37,-80.23,5.2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27204,34.0,F,1.0,83,35259.0,1,0,Rent,85071,4/23/2015,0,0.0,18,0,2599.5347070000003,3.0,6524.302303,24663.60204,0,2015,23,33.59,-112.11,6.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27206,47.0,M,1.0,91,38489.0,1,0,Rent,50013,3/16/2016,1,1.0,50,0,5971.911279999999,3.0,13755.417080000001,15038.58736,1,2016,16,42.02,-93.62,3.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27209,31.0,F,1.0,56,34328.0,1,0,Rent,20129,3/6/2015,1,1.0,98,1,5010.102886,7.0,17269.47526,27493.845489999996,0,2015,6,39.16,-77.61,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27210,38.0,F,1.0,61,36371.0,1,1,Rent,50052,4/22/2015,0,0.0,6,1,2605.450279,7.0,22078.27593,24328.03457,1,2015,22,40.63,-93.45,3.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27214,57.0,M,1.0,62,40427.0,1,1,Rent,20102,10/4/2016,0,0.0,38,1,3146.80385,5.0,33911.279969999996,16809.70537,1,2016,4,38.92,-77.35,4.2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27215,42.0,M,1.0,40,37385.0,1,1,Own,50013,5/17/2016,0,1.0,96,1,3089.667259,7.0,24204.83915,13165.28978,0,2016,17,42.02,-93.62,3.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27216,48.0,F,1.0,63,38699.0,1,1,Rent,80001,6/13/2015,0,0.0,0,1,3030.329425,4.0,15197.1766,26365.97636,0,2015,13,39.82,-105.1,3.9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27217,56.0,M,1.0,89,40243.0,0,1,Own,20135,7/27/2015,0,0.0,97,1,5241.842455,6.0,16867.71504,21576.428369999998,0,2015,27,39.11,-77.83,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27221,32.0,F,1.0,81,34656.0,1,0,Rent,50002,7/22/2015,0,1.0,100,1,8033.838812000001,6.0,22350.65418,7407.253851,0,2015,22,41.5,-94.64,3.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27222,48.0,F,0.0,95,38708.0,1,1,Rent,20135,3/22/2016,0,0.0,86,1,3965.417046,6.0,25289.5067,23503.26382,0,2016,22,39.11,-77.83,4.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
