claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,state,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,Unem_rate
22032,27,M,1,65,32942,0,1,Rent,80005,12/26/2015,0,0,84,1,4441.82965,4,16992.58783,27486.32589,0,2015,26,39.85,-105.13,CO,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5
22036,40,M,1,44,36877,1,0,Own,50025,2/21/2016,0,0,50,0,4382.345451,5,25572.66003,13158.54824,0,2016,21,41.71,-94.92,IA,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6
22037,34,M,1,98,35250,1,1,Own,20111,1/15/2016,0,0,40,0,4907.623002,6,40622.30557,25435.24411,0,2016,15,38.75,-77.43,VA,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.1
22039,55,M,1,77,40068,0,0,Rent,15042,1/6/2016,5,0,31,1,1968.184816,1,9369.157365,23387.55828,1,2016,6,40.68,-80.25,PA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3
22041,24,F,0,96,31770,1,1,Rent,15044,11/29/2015,1,0,11,1,3197.09383,4,43351.5081,23758.49265,0,2015,29,40.63,-79.94,PA,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
22042,55,M,0,86,40082,1,0,Own,20138,8/19/2015,1,0,99,0,6456.909209,8,33316.80174,17781.4506,0,2015,19,38.63,-77.67,VA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3
22043,38,F,0,85,36374,1,1,Own,85078,7/9/2016,0,1,13,0,5712.193534,4,10703.44734,26639.78322,0,2016,9,33.62,-112,AZ,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.3
22045,61,F,1,70,41101,1,1,Own,15012,4/19/2016,0,1,24,1,2935.967607,4,14555.06149,13654.93663,0,2016,19,40.12,-79.86,PA,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
22046,45,M,1,56,38081,1,1,Rent,50001,7/18/2016,0,0,49,1,3226.714103,4,19860.36397,32466.26572,0,2016,18,41.36,-93.47,IA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
22048,20,F,1,79,29958,1,1,Rent,85073,6/19/2016,1,0,95,1,9011.685294,7,14815.78467,27359.51823,0,2016,19,33.44,-112.07,AZ,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
22049,48,F,1,57,38702,0,0,Rent,20102,9/3/2016,1,0,46,0,4246.441868,10,55652.83446,14627.98484,1,2016,3,38.92,-77.35,VA,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
22050,30,M,1,79,34022,0,1,Own,85077,4/8/2016,0,0,0,1,6845.101994,5,20087.43397,66917.99033,1,2016,8,33.45,-111.97,AZ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
22054,39,M,1,54,36647,1,0,Own,20158,1/17/2015,0,0,50,0,5423.094185,4,16410.94211,11573.96759,0,2015,17,39.13,-77.66,VA,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9
22057,27,F,1,93,32954,1,0,Own,15028,6/23/2016,0,0,100,0,3446.284013,0,8477.085422,17335.93972,0,2016,23,40.31,-79.79,PA,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
22062,50,F,1,63,39116,1,0,Rent,85018,11/16/2016,0,0,29,1,5292.418819,7,20891.15912,19876.25993,0,2016,16,33.5,-111.98,AZ,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
22064,21,F,0,84,30461,0,1,Own,80017,3/4/2016,0,0,59,0,2878.416734,4,21076.26942,11164.86443,1,2016,4,39.7,-104.79,CO,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
22066,63,M,1,57,41442,0,1,Rent,80101,6/14/2015,0,1,51,1,5462.165617,7,37827.63829,23230.59492,0,2015,14,39.47,-103.95,CO,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9
22067,39,M,1,83,36623,1,1,Rent,20140,1/9/2016,0,0,88,0,5208.131826,6,38350.91483,18437.77175,0,2016,9,38.81,-77.9,VA,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.1
22068,51,M,1,61,39303,1,0,Own,15027,12/9/2015,0,0,100,1,4217.529127,5,41427.77846,19203.28872,0,2015,9,40.66,-80.24,PA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.2
22069,24,M,0,92,31790,1,0,Rent,80103,6/18/2016,0,0,66,0,10017.77683,6,8486.653738,27900.93897,0,2016,18,39.71,-104.22,CO,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4
22070,29,M,1,66,33673,0,0,Rent,80046,8/23/2015,0,0,100,0,3091.873728,6,14228.15284,17396.73141,0,2015,23,39.69,-104.81,CO,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7
22071,45,F,1,78,38075,0,0,Rent,80103,4/11/2016,0,1,4,1,2081.788729,4,16481.68155,26058.12772,0,2016,11,39.71,-104.22,CO,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4
22073,37,M,1,81,36092,0,1,Own,15035,6/11/2015,2,0,66,1,5466.325585,5,26626.65416,25907.55923,0,2015,11,40.38,-79.81,PA,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3
22075,43,F,1,80,37623,1,1,Own,85054,8/27/2015,0,0,0,1,5083.337501,8,10396.0504,21042.18765,0,2015,27,33.67,-111.95,AZ,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
22077,53,M,1,85,39703,1,1,Rent,15050,11/16/2015,1,0,33,0,3648.660212,4,8683.187636,47175.23258,0,2015,16,40.59,-80.47,PA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
22080,30,M,0,83,34013,1,1,Own,20111,7/19/2015,0,1,10,1,6232.534687,5,41598.91993,61210.12945,0,2015,19,38.75,-77.43,VA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.4
22081,44,F,1,70,37844,1,1,Own,15017,8/4/2016,2,0,85,1,7699.909463,1,53120.7122,9456.799814,1,2016,4,40.35,-80.1,PA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
22082,40,M,1,82,36896,1,1,Rent,80003,3/6/2016,1,0,67,0,4966.569165,5,20618.36608,20912.79104,0,2016,6,39.83,-105.06,CO,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
22083,48,M,1,59,38710,0,0,Own,80020,11/3/2015,0,0,31,1,2220.982176,5,12801.96092,13038.95909,0,2015,3,39.94,-105.06,CO,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
22085,39,M,1,89,36648,1,0,Rent,85066,6/25/2015,0,1,80,0,5456.893713,6,8284.277865,24475.10276,0,2015,25,33.39,-112.03,AZ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
22087,27,M,1,87,32955,0,1,Rent,15060,3/31/2015,0,0,88,1,3157.840614,6,14039.22074,12100.65829,0,2015,31,40.37,-80.29,PA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.4
22089,46,F,1,84,38273,1,1,Rent,85015,5/19/2015,1,1,31,1,8972.532431,6,9153.694099,8118.759958,0,2015,19,33.5,-112.1,AZ,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1
22091,45,F,1,76,38063,1,0,Rent,15001,6/25/2015,0,1,97,1,5024.46374,7,3991.552978,22392.68251,0,2015,25,40.61,-80.25,PA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3
22092,34,M,1,85,35269,0,0,Own,15019,5/4/2016,2,1,2,1,2944.450147,4,34071.71532,15991.57281,1,2016,4,40.42,-80.35,PA,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.4
22093,69,M,0,78,42354,1,1,Rent,80026,12/30/2015,1,0,56,0,4005.897727,9,8902.41567,9915.512211,1,2015,30,39.99,-105.09,CO,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5
22094,41,M,1,86,37140,1,1,Rent,15025,5/23/2016,0,0,87,0,1840.973812,5,8386.670376,34416.67186,0,2016,23,40.29,-79.88,PA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.4
22096,44,F,1,91,37831,1,0,Own,15010,4/16/2016,1,0,99,1,8601.035061,3,14501.87298,37561.98025,0,2016,16,40.76,-80.32,PA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
22097,53,M,0,75,39691,1,1,Own,80021,3/5/2015,1,0,84,1,4377.651773,5,14869.3518,32551.82112,0,2015,5,39.89,-105.11,CO,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.2
22098,42,F,0,84,37374,0,1,Own,50039,11/12/2016,0,0,0,0,1780.548944,10,18889.69452,18048.4755,0,2016,12,41.85,-94.01,IA,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
22099,69,M,0,86,42345,1,0,Own,15004,8/30/2016,0,0,46,0,4830.825044,4,41903.41259,20986.95869,1,2016,30,40.35,-80.38,PA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
22100,57,M,1,47,40428,1,1,Rent,15019,11/3/2015,1,0,6,1,1894.099017,1,42111.1048,14941.74788,0,2015,3,40.42,-80.35,PA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.2
22101,45,M,1,75,38071,1,1,Rent,20105,8/21/2016,0,0,5,0,6260.249915,7,44900.2927,58318.19042,0,2016,21,38.97,-77.64,VA,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2
22105,24,F,1,98,31775,1,0,Rent,20118,12/24/2016,0,0,33,1,5811.875743,8,29892.47724,25665.04226,0,2016,24,38.97,-77.74,VA,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.1
22106,59,M,1,58,40764,1,1,Rent,20165,4/9/2015,0,0,71,0,5258.766338,3,4131.633617,13903.5351,0,2015,9,39.06,-77.39,VA,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
22107,67,M,1,81,42045,1,0,Rent,80026,10/23/2015,0,0,70,0,2910.637768,3,12968.52261,26398.30514,0,2015,23,39.99,-105.09,CO,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
22108,45,M,1,82,38054,1,1,Own,15038,11/28/2016,0,0,19,1,3528.626427,4,23223.07301,7820.920823,1,2016,28,40.25,-79.93,PA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.4
22109,61,F,1,84,41118,1,0,Own,20101,2/14/2016,0,0,2,0,1951.160948,5,11294.06545,16379.96736,0,2016,14,38.92,-77.35,VA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
22110,29,M,0,75,33679,0,1,Rent,80016,8/27/2016,0,1,21,0,3067.964012,10,8751.221007,26370.72428,0,2016,27,39.6,-104.71,CO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.3
22116,39,F,1,94,36655,1,1,Rent,50010,9/30/2015,1,0,36,1,3540.28307,4,23841.02639,50662.09688,0,2015,30,42.02,-93.62,IA,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7
22117,34,M,1,81,35258,0,1,Rent,20151,2/11/2015,0,0,85,1,3837.892593,5,38421.69246,34415.37449,1,2015,11,38.9,-77.45,VA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8
22118,59,F,0,92,40748,0,0,Own,50013,5/15/2016,0,0,99,0,3478.546086,2,21386.63813,19598.04517,0,2016,15,42.02,-93.62,IA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.7
22119,52,M,1,78,39519,1,1,Own,85033,10/3/2015,0,1,50,1,6496.604195,7,7312.180162,35576.50631,0,2015,3,33.49,-112.21,AZ,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.8
22120,48,F,0,54,38717,1,1,Own,50048,6/7/2015,0,0,96,0,5502.343264,4,18804.59014,22469.82115,1,2015,7,41.5,-94.52,IA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8
22127,46,F,1,80,38303,1,0,Rent,85040,9/25/2015,0,0,7,0,4056.550929,4,13237.20078,54109.94121,0,2015,25,33.4,-112.02,AZ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9
22128,53,F,1,59,39684,1,1,Own,20109,12/21/2016,0,0,82,1,7350.541534,6,16205.92242,27453.79067,0,2016,21,38.79,-77.53,VA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1
22129,36,M,0,96,35838,0,0,Own,85082,7/31/2015,0,1,17,0,6035.942494,4,36957.48597,28649.81505,0,2015,31,33.46,-111.98,AZ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
22130,72,F,1,95,42771,1,0,Rent,80107,2/27/2015,0,0,7,1,5859.39177,4,22035.35244,30581.84297,0,2015,27,39.36,-104.6,CO,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2
22131,51,M,1,88,39314,0,0,Rent,50011,12/7/2016,0,0,89,1,1269.294489,6,12230.35303,16705.71066,0,2016,7,42.02,-93.64,IA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5
22132,41,M,1,66,37127,1,1,Own,85026,3/6/2015,0,0,53,1,6060.047887,6,15563.00061,27985.05876,0,2015,6,33.45,-111.97,AZ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.3
22133,41,F,0,89,37123,1,1,Own,15025,5/10/2015,0,0,53,0,3380.513931,4,30553.35101,5495.79394,0,2015,10,40.29,-79.88,PA,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
22135,33,M,1,54,34974,1,0,Rent,50023,1/23/2015,0,0,14,1,1715.253906,4,19106.71562,14150.23397,0,2015,23,41.71,-93.62,IA,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9
22136,47,M,0,77,38518,1,0,Rent,50020,11/28/2015,0,0,33,0,5372.922569,5,10771.84307,17352.04913,0,2015,28,41.44,-94.76,IA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.7
22137,36,M,1,45,35837,1,1,Rent,50035,2/15/2016,0,0,86,1,5355.342864,3,8718.505381,19257.4909,0,2016,15,41.68,-93.46,IA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6
22138,44,F,0,88,37863,1,0,Own,85035,1/18/2015,0,0,23,0,2620.106788,4,19883.24173,20523.2462,0,2015,18,33.47,-112.19,AZ,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4
22139,35,F,0,97,35547,1,0,Own,80022,10/19/2015,0,0,23,1,6148.515222,5,27683.41697,31278.60386,0,2015,19,39.88,-104.8,CO,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
22140,45,F,1,49,38064,1,1,Rent,15007,12/12/2015,0,0,2,1,6594.475618,3,41048.03966,39135.51235,1,2015,12,40.65,-79.93,PA,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
22141,31,M,1,54,34350,1,1,Rent,50029,5/17/2015,1,1,1,1,4669.117691,5,18279.19881,8044.553631,1,2015,17,41.85,-94.55,IA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.8
22142,42,F,1,62,37385,1,1,Own,50006,5/8/2015,0,1,50,0,6292.020134,8,20967.03528,28210.0283,0,2015,8,42.51,-93.37,IA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8
22144,46,M,0,62,38293,1,1,Rent,80017,9/14/2016,1,0,51,1,2083.578895,3,20510.93186,10407.98506,0,2016,14,39.7,-104.79,CO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2
22145,76,M,0,75,43300,1,0,Own,20132,9/3/2015,0,0,73,1,7135.052608,5,15026.56505,19909.63539,0,2015,3,39.13,-77.71,VA,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
22146,55,F,1,73,40062,1,1,Own,50054,6/3/2015,0,0,75,1,4505.524859,5,18226.19707,16172.44127,0,2015,3,41.67,-93.24,IA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8
22147,51,F,0,88,39303,0,1,Own,80012,9/24/2016,0,0,17,1,8491.596822,6,7698.814745,32565.48873,0,2016,24,39.69,-104.81,CO,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2
22148,59,M,1,83,40788,1,0,Own,80024,1/20/2015,1,0,8,1,2134.706268,4,25761.45794,16339.62645,0,2015,20,39.84,-104.92,CO,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.3
22149,30,M,1,82,34013,1,1,Rent,50011,9/27/2015,0,0,92,1,3154.721986,4,34198.13782,21343.41847,0,2015,27,42.02,-93.64,IA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7
22150,38,F,0,87,36372,1,0,Own,20109,1/23/2015,0,0,0,0,5317.035406,1,10489.75499,21880.71414,0,2015,23,38.79,-77.53,VA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.9
22152,28,F,1,67,33328,1,1,Own,50029,8/16/2015,1,0,50,1,4437.617162,4,10613.69187,30056.60985,0,2015,16,41.85,-94.55,IA,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.7
22154,45,M,0,87,38073,1,1,Rent,15033,10/28/2015,0,0,21,0,3409.905945,7,30020.42265,30457.74745,0,2015,28,40.17,-79.86,PA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.2
22157,41,M,1,79,37136,1,0,Own,80015,1/19/2015,0,0,27,0,3885.284871,5,6679.910411,11231.99455,0,2015,19,39.63,-104.78,CO,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3
22158,28,M,1,73,33338,0,0,Rent,50039,8/21/2015,1,0,27,1,6494.914033,7,8218.839487,19815.85365,0,2015,21,41.85,-94.01,IA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.7
22162,36,F,1,76,35832,1,0,Own,85020,2/11/2015,0,0,100,1,6861.441234,5,19207.13387,17563.9839,0,2015,11,33.57,-112.05,AZ,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.3
22163,47,F,1,62,38513,1,0,Own,80033,10/23/2015,0,0,53,0,7651.1436,5,17129.25334,26936.50056,1,2015,23,39.77,-105.09,CO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
22167,35,F,1,85,35549,0,0,Own,85028,2/24/2015,4,1,85,1,2982.123028,7,39111.674,53555.85258,0,2015,24,33.56,-112,AZ,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3
22168,29,M,0,75,33667,1,1,Own,20131,10/13/2015,0,0,99,1,5617.616402,7,17902.78935,22672.07766,0,2015,13,39.05,-77.74,VA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.1
22169,57,F,1,81,40426,1,1,Rent,50039,6/2/2016,0,0,50,0,2989.903808,5,11441.72903,24940.42092,1,2016,2,41.85,-94.01,IA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7
22170,34,M,1,66,35258,1,1,Own,85007,3/8/2016,1,0,15,1,8182.366741,6,18105.07452,15076.58843,0,2016,8,33.45,-112.09,AZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5
22171,39,F,1,96,36650,1,0,Own,20138,9/7/2015,0,1,3,1,5338.920191,11,13956.73665,30069.97399,0,2015,7,38.63,-77.67,VA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
22172,58,M,1,91,40595,1,1,Rent,15010,5/19/2016,0,1,72,1,5019.33959,5,20811.89327,21291.81076,0,2016,19,40.76,-80.32,PA,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.4
22173,47,F,1,47,38498,1,0,Own,50037,5/13/2015,0,0,63,1,2716.928954,4,13678.79315,20458.636,0,2015,13,42.05,-93.87,IA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.8
22174,62,M,1,63,41271,1,1,Rent,15003,9/7/2015,3,1,1,1,3686.39609,1,6910.153535,18442.84466,1,2015,7,40.59,-80.22,PA,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2
22177,45,F,1,77,38068,1,0,Rent,20156,4/24/2016,0,0,91,0,6330.065687,5,17527.82076,18097.99583,0,2016,24,38.79,-77.61,VA,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
22178,42,F,0,64,37368,1,0,Own,80107,11/8/2016,1,1,99,0,3347.579216,3,10320.73977,10239.35502,0,2016,8,39.36,-104.6,CO,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
22179,29,F,1,72,33681,0,1,Rent,15046,9/19/2016,0,0,94,0,6462.666911,4,24959.09796,27406.30727,0,2016,19,40.55,-80.23,PA,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
22182,36,M,1,80,35857,0,1,Own,80040,1/15/2015,0,0,82,0,4275.345784,3,10157.04406,5665.519177,0,2015,15,39.69,-104.81,CO,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3
22183,46,F,0,75,38286,1,1,Own,85011,1/30/2016,0,0,16,0,2549.203427,4,11598.27669,23604.43903,1,2016,30,33.5,-112.05,AZ,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.7
22184,46,M,0,85,38295,0,1,Rent,15014,12/4/2015,0,0,0,1,1984.720377,6,38693.95285,10673.09367,0,2015,4,40.61,-79.74,PA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
22185,22,M,1,61,30902,1,1,Own,85019,6/17/2016,0,0,92,0,7581.83791,10,16878.16755,11404.27893,0,2016,17,33.5,-112.14,AZ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
